70035 silly lifecycle locate-path@2.0.0~preinstall: no script for preinstall, continuing
77599 silly postinstall babel-plugin-syntax-dynamic-import@6.18.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-dynamic-import-2e22cddd
77600 info lifecycle babel-plugin-syntax-dynamic-import@6.18.0~postinstall: babel-plugin-syntax-dynamic-import@6.18.0
77601 silly lifecycle babel-plugin-syntax-dynamic-import@6.18.0~postinstall: no script for postinstall, continuing
77602 silly postinstall babel-plugin-syntax-exponentiation-operator@6.13.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-exponentiation-operator-3d5c89b3
77603 info lifecycle babel-plugin-syntax-exponentiation-operator@6.13.0~postinstall: babel-plugin-syntax-exponentiation-operator@6.13.0
77604 silly lifecycle babel-plugin-syntax-exponentiation-operator@6.13.0~postinstall: no script for postinstall, continuing
77605 silly postinstall babel-plugin-syntax-export-extensions@6.13.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-export-extensions-ed615872
77606 info lifecycle babel-plugin-syntax-export-extensions@6.13.0~postinstall: babel-plugin-syntax-export-extensions@6.13.0
77607 silly lifecycle babel-plugin-syntax-export-extensions@6.13.0~postinstall: no script for postinstall, continuing
77608 silly postinstall babel-plugin-syntax-object-rest-spread@6.13.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-object-rest-spread-10f777bd
77609 info lifecycle babel-plugin-syntax-object-rest-spread@6.13.0~postinstall: babel-plugin-syntax-object-rest-spread@6.13.0
77610 silly lifecycle babel-plugin-syntax-object-rest-spread@6.13.0~postinstall: no script for postinstall, continuing
77611 silly postinstall babel-plugin-syntax-trailing-function-commas@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-trailing-function-commas-d654bb64
77612 info lifecycle babel-plugin-syntax-trailing-function-commas@6.22.0~postinstall: babel-plugin-syntax-trailing-function-commas@6.22.0
77613 silly lifecycle babel-plugin-syntax-trailing-function-commas@6.22.0~postinstall: no script for postinstall, continuing
77614 silly postinstall regenerator-runtime@0.10.5 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regenerator-runtime-ebbdaa69
77615 info lifecycle regenerator-runtime@0.10.5~postinstall: regenerator-runtime@0.10.5
77616 silly lifecycle regenerator-runtime@0.10.5~postinstall: no script for postinstall, continuing
77617 silly postinstall babylon@6.18.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babylon-87df4ea2
77618 info lifecycle babylon@6.18.0~postinstall: babylon@6.18.0
77619 silly lifecycle babylon@6.18.0~postinstall: no script for postinstall, continuing
77620 silly postinstall balanced-match@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\balanced-match-55d0f03a
77621 info lifecycle balanced-match@1.0.0~postinstall: balanced-match@1.0.0
77622 silly lifecycle balanced-match@1.0.0~postinstall: no script for postinstall, continuing
77623 silly postinstall base64-js@1.2.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\base64-js-500fd8de
77624 info lifecycle base64-js@1.2.1~postinstall: base64-js@1.2.1
77625 silly lifecycle base64-js@1.2.1~postinstall: no script for postinstall, continuing
77626 silly postinstall big.js@3.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\big.js-1c5b569f
77627 info lifecycle big.js@3.2.0~postinstall: big.js@3.2.0
77628 silly lifecycle big.js@3.2.0~postinstall: no script for postinstall, continuing
77629 silly postinstall binary-extensions@1.11.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\binary-extensions-12275fc3
77630 info lifecycle binary-extensions@1.11.0~postinstall: binary-extensions@1.11.0
77631 silly lifecycle binary-extensions@1.11.0~postinstall: no script for postinstall, continuing
77632 silly postinstall bluebird@3.5.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\bluebird-4afbd69c
77633 info lifecycle bluebird@3.5.1~postinstall: bluebird@3.5.1
77634 silly lifecycle bluebird@3.5.1~postinstall: no script for postinstall, continuing
77635 silly postinstall bn.js@4.11.8 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\bn.js-a7136d58
77636 info lifecycle bn.js@4.11.8~postinstall: bn.js@4.11.8
77637 silly lifecycle bn.js@4.11.8~postinstall: no script for postinstall, continuing
77638 silly postinstall boolbase@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\boolbase-c51f17b4
77639 info lifecycle boolbase@1.0.0~postinstall: boolbase@1.0.0
77640 silly lifecycle boolbase@1.0.0~postinstall: no script for postinstall, continuing
77641 silly postinstall brorand@1.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\brorand-f16b2e3a
77642 info lifecycle brorand@1.1.0~postinstall: brorand@1.1.0
77643 silly lifecycle brorand@1.1.0~postinstall: no script for postinstall, continuing
77644 silly postinstall buffer-xor@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\buffer-xor-e54ea812
77645 info lifecycle buffer-xor@1.0.3~postinstall: buffer-xor@1.0.3
77646 silly lifecycle buffer-xor@1.0.3~postinstall: no script for postinstall, continuing
77647 silly postinstall isarray@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\isarray-1dc2a6bd
77648 info lifecycle isarray@1.0.0~postinstall: isarray@1.0.0
77649 silly lifecycle isarray@1.0.0~postinstall: no script for postinstall, continuing
77650 silly postinstall builtin-modules@1.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\builtin-modules-92709238
77651 info lifecycle builtin-modules@1.1.1~postinstall: builtin-modules@1.1.1
77652 silly lifecycle builtin-modules@1.1.1~postinstall: no script for postinstall, continuing
77653 silly postinstall builtin-status-codes@3.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\builtin-status-codes-b8643851
77654 info lifecycle builtin-status-codes@3.0.0~postinstall: builtin-status-codes@3.0.0
77655 silly lifecycle builtin-status-codes@3.0.0~postinstall: no script for postinstall, continuing
77656 silly postinstall bytes@3.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\bytes-39eb0f0b
77657 info lifecycle bytes@3.0.0~postinstall: bytes@3.0.0
77658 silly lifecycle bytes@3.0.0~postinstall: no script for postinstall, continuing
77659 silly postinstall camelcase@2.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\camelcase-a401bce4
77660 info lifecycle camelcase@2.1.1~postinstall: camelcase@2.1.1
77661 silly lifecycle camelcase@2.1.1~postinstall: no script for postinstall, continuing
77662 silly postinstall caniuse-db@1.0.30000787 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\caniuse-db-e35b9fc2
77663 info lifecycle caniuse-db@1.0.30000787~postinstall: caniuse-db@1.0.30000787
77664 silly lifecycle caniuse-db@1.0.30000787~postinstall: no script for postinstall, continuing
77665 silly postinstall caseless@0.11.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\caseless-b654b205
77666 info lifecycle caseless@0.11.0~postinstall: caseless@0.11.0
77667 silly lifecycle caseless@0.11.0~postinstall: no script for postinstall, continuing
77668 silly postinstall lazy-cache@1.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\lazy-cache-eeaaab13
77669 info lifecycle lazy-cache@1.0.4~postinstall: lazy-cache@1.0.4
77670 silly lifecycle lazy-cache@1.0.4~postinstall: no script for postinstall, continuing
77671 silly postinstall clone@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\clone-3812d972
77672 info lifecycle clone@1.0.3~postinstall: clone@1.0.3
77673 silly lifecycle clone@1.0.3~postinstall: no script for postinstall, continuing
77674 silly postinstall co@4.6.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\co-8f31c71c
77675 info lifecycle co@4.6.0~postinstall: co@4.6.0
77676 silly lifecycle co@4.6.0~postinstall: no script for postinstall, continuing
77677 silly postinstall code-point-at@1.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\code-point-at-3b0c7607
77678 info lifecycle code-point-at@1.1.0~postinstall: code-point-at@1.1.0
77679 silly lifecycle code-point-at@1.1.0~postinstall: no script for postinstall, continuing
77680 silly postinstall color-name@1.1.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\color-name-90fcaca4
77681 info lifecycle color-name@1.1.3~postinstall: color-name@1.1.3
77682 silly lifecycle color-name@1.1.3~postinstall: no script for postinstall, continuing
77683 silly postinstall color-convert@1.9.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\color-convert-d60cf86d
77684 info lifecycle color-convert@1.9.1~postinstall: color-convert@1.9.1
77685 silly lifecycle color-convert@1.9.1~postinstall: no script for postinstall, continuing
77686 silly postinstall color-string@0.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\color-string-99ff4fc5
77687 info lifecycle color-string@0.3.0~postinstall: color-string@0.3.0
77688 silly lifecycle color-string@0.3.0~postinstall: no script for postinstall, continuing
77689 silly postinstall color@0.11.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\color-5bb09843
77690 info lifecycle color@0.11.4~postinstall: color@0.11.4
77691 silly lifecycle color@0.11.4~postinstall: no script for postinstall, continuing
77692 silly postinstall colors@1.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\colors-c21799b6
77693 info lifecycle colors@1.1.2~postinstall: colors@1.1.2
77694 silly lifecycle colors@1.1.2~postinstall: no script for postinstall, continuing
77695 silly postinstall commander@2.12.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\commander-48c9c8ac
77696 info lifecycle commander@2.12.2~postinstall: commander@2.12.2
77697 silly lifecycle commander@2.12.2~postinstall: no script for postinstall, continuing
77698 silly postinstall commondir@1.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\commondir-912add11
77699 info lifecycle commondir@1.0.1~postinstall: commondir@1.0.1
77700 silly lifecycle commondir@1.0.1~postinstall: no script for postinstall, continuing
77701 silly postinstall concat-map@0.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\concat-map-1c620814
77702 info lifecycle concat-map@0.0.1~postinstall: concat-map@0.0.1
77703 silly lifecycle concat-map@0.0.1~postinstall: no script for postinstall, continuing
77704 silly postinstall brace-expansion@1.1.8 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\brace-expansion-f19e266d
77705 info lifecycle brace-expansion@1.1.8~postinstall: brace-expansion@1.1.8
77706 silly lifecycle brace-expansion@1.1.8~postinstall: no script for postinstall, continuing
77707 silly postinstall console-control-strings@1.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\console-control-strings-d149b959
77708 info lifecycle console-control-strings@1.1.0~postinstall: console-control-strings@1.1.0
77709 silly lifecycle console-control-strings@1.1.0~postinstall: no script for postinstall, continuing
77710 silly postinstall consolidate@0.14.5 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\consolidate-a950a286
77711 info lifecycle consolidate@0.14.5~postinstall: consolidate@0.14.5
77712 silly lifecycle consolidate@0.14.5~postinstall: no script for postinstall, continuing
77713 silly postinstall constants-browserify@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\constants-browserify-81686a60
77714 info lifecycle constants-browserify@1.0.0~postinstall: constants-browserify@1.0.0
77715 silly lifecycle constants-browserify@1.0.0~postinstall: no script for postinstall, continuing
77716 silly postinstall content-disposition@0.5.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\content-disposition-0c51e481
77717 info lifecycle content-disposition@0.5.2~postinstall: content-disposition@0.5.2
77718 silly lifecycle content-disposition@0.5.2~postinstall: no script for postinstall, continuing
77719 silly postinstall content-type@1.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\content-type-8ed142d5
77720 info lifecycle content-type@1.0.4~postinstall: content-type@1.0.4
77721 silly lifecycle content-type@1.0.4~postinstall: no script for postinstall, continuing
77722 silly postinstall convert-source-map@1.5.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\convert-source-map-74ac0035
77723 info lifecycle convert-source-map@1.5.1~postinstall: convert-source-map@1.5.1
77724 silly lifecycle convert-source-map@1.5.1~postinstall: no script for postinstall, continuing
77725 silly postinstall cookie@0.3.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\cookie-1fd91c49
77726 info lifecycle cookie@0.3.1~postinstall: cookie@0.3.1
77727 silly lifecycle cookie@0.3.1~postinstall: no script for postinstall, continuing
77728 silly postinstall cookie-signature@1.0.6 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\cookie-signature-05e104e3
77729 info lifecycle cookie-signature@1.0.6~postinstall: cookie-signature@1.0.6
77730 silly lifecycle cookie-signature@1.0.6~postinstall: no script for postinstall, continuing
77731 silly postinstall core-js@2.5.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\core-js-57e4383b
77732 info lifecycle core-js@2.5.3~postinstall: core-js@2.5.3
77733 silly lifecycle core-js@2.5.3~postinstall: no script for postinstall, continuing
77734 silly postinstall core-util-is@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\core-util-is-b20d3b7c
77735 info lifecycle core-util-is@1.0.2~postinstall: core-util-is@1.0.2
77736 silly lifecycle core-util-is@1.0.2~postinstall: no script for postinstall, continuing
77737 silly postinstall minimist@1.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\minimist-7834fa49
77738 info lifecycle minimist@1.2.0~postinstall: minimist@1.2.0
77739 silly lifecycle minimist@1.2.0~postinstall: no script for postinstall, continuing
77740 silly postinstall css-color-names@0.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\css-color-names-7428541d
77741 info lifecycle css-color-names@0.0.4~postinstall: css-color-names@0.0.4
77742 silly lifecycle css-color-names@0.0.4~postinstall: no script for postinstall, continuing
77743 silly postinstall css-what@2.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\css-what-dfd99b81
77744 info lifecycle css-what@2.1.0~postinstall: css-what@2.1.0
77745 silly lifecycle css-what@2.1.0~postinstall: no script for postinstall, continuing
77746 silly postinstall cssesc@0.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\cssesc-73809ff8
77747 info lifecycle cssesc@0.1.0~postinstall: cssesc@0.1.0
77748 silly lifecycle cssesc@0.1.0~postinstall: no script for postinstall, continuing
77749 silly postinstall currently-unhandled@0.4.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\currently-unhandled-f33abb99
77750 info lifecycle currently-unhandled@0.4.1~postinstall: currently-unhandled@0.4.1
77751 silly lifecycle currently-unhandled@0.4.1~postinstall: no script for postinstall, continuing
77752 silly postinstall assert-plus@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\assert-plus-add8e6fa
77753 info lifecycle assert-plus@1.0.0~postinstall: assert-plus@1.0.0
77754 silly lifecycle assert-plus@1.0.0~postinstall: no script for postinstall, continuing
77755 silly postinstall dashdash@1.14.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\dashdash-27230238
77756 info lifecycle dashdash@1.14.1~postinstall: dashdash@1.14.1
77757 silly lifecycle dashdash@1.14.1~postinstall: no script for postinstall, continuing
77758 silly postinstall date-now@0.1.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\date-now-2035a53d
77759 info lifecycle date-now@0.1.4~postinstall: date-now@0.1.4
77760 silly lifecycle date-now@0.1.4~postinstall: no script for postinstall, continuing
77761 silly postinstall console-browserify@1.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\console-browserify-55353bbe
77762 info lifecycle console-browserify@1.1.0~postinstall: console-browserify@1.1.0
77763 silly lifecycle console-browserify@1.1.0~postinstall: no script for postinstall, continuing
77764 silly postinstall de-indent@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\de-indent-b90797f3
